House,Neighborhood,Latitude,Longitude,Price,Size(sqft),price_per_sqft,Bedrooms,Bathrooms,Quality,maid_room,Furnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,kitchen_appliances,lobby_in_building,maid_service,networked,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,security,shared_gym,shared_pool,shared_spa,study,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet,Source
7584167,Jebel Ali,24.948068,55.069311,550000.0,970,567.01,2,3,Medium,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,Dubizzle
7637571,Motor City,25.046706,55.246714,850000.0,1442,589.46,2,2,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Property Finder
7662401,Jumeirah Lake Towers,25.073851,55.144174,730000.0,946,771.67,1,2,Medium,False,False,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,Bayut
7600917,Palm Jumeirah,25.107086,55.14684499999999,1275000.0,1886,676.03,2,2,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bayut
7646319,Downtown Dubai,25.19752,55.270168000000005,950000.0,774,1227.39,1,2,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bayut
7657186,Dubai Marina,25.087751,55.147627,950000.0,1198,792.99,2,2,Low,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bayut
7484745,Falcon City of Wonders,25.103784,55.339287,863400.0,549,1572.68,1,2,Medium,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,Dubizzle
7655935,City Walk,25.202965,55.260897,1400000.0,943,1484.62,1,2,Medium,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,Property Finder
7196848,Dubai Marina,25.08377,55.145075,1525000.0,1440,1059.03,2,3,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Dubizzle
7678136,Al Furjan,25.027747,55.154654,989888.0,1400,707.06,2,3,Medium,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,Property Finder
7617537,Greens,25.096219,55.170272,1785000.0,2398,744.37,4,3,Low,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,Dubizzle
7658447,Dubai Hills Estate,25.109367,55.247980000000005,1280000.0,1200,1066.67,2,2,Medium,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,True,Dubizzle
7664000,The Views,25.093562,55.167857,999998.0,1351,740.19,2,2,Medium,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Property Finder
7666332,Meydan,25.145181,55.288017,2975000.0,2795,1064.4,4,5,Medium,True,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,Bayut
7678179,Culture Village,25.226946,55.343628,6800000.0,4070,1670.76,4,4,Medium,True,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,Dubizzle
7582364,Dubai Marina,25.072396,55.132386,850000.0,760,1118.42,2,2,Medium,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,Dubizzle
7669800,Downtown Dubai,25.194328,55.269308,1270888.0,637,1995.11,1,2,Medium,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Bayut
7598875,The Views,25.089719,55.170481,1690000.0,1305,1295.02,2,3,Medium,False,False,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,Property Finder
7647526,Downtown Dubai,25.19702,55.271023,1450000.0,1198,1210.35,2,3,Medium,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Property Finder
7702307,Palm Jumeirah,25.103972,55.149621,15950000.0,5049,3159.04,4,6,High,True,True,True,False,False,True,False,False,True,True,True,False,True,False,True,False,False,False,True,True,True,False,True,False,False,True,True,True,Property Finder
7489254,Business Bay,25.185772,55.2861,2299880.0,2370,970.41,3,4,Medium,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,Dubizzle
7657024,Dubai Marina,25.078367,55.14041,1650000.0,1793,920.25,2,3,Medium,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,Bayut
7638912,Downtown Dubai,25.191719,55.270677,2300000.0,1350,1703.7,2,2,Medium,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Property Finder
7654330,Dubai Marina,25.074958,55.138542,1900000.0,1067,1780.69,2,2,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Bayut
7623901,Jumeirah Lake Towers,25.069929,55.141025,1500000.0,1561,960.92,3,3,Low,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,Dubizzle
7663236,Dubai Marina,25.075454,55.133788,2499950.0,1553,1609.76,2,3,Medium,False,False,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,Property Finder
7599063,Jumeirah Village Circle,25.053988,55.207168,1050000.0,1620,648.15,1,1,Medium,False,False,True,False,True,True,False,False,True,True,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,Bayut
7681377,Dubai Hills Estate,25.115696,55.249159,700000.0,654,1070.34,1,1,Medium,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,Bayut
7668576,Jumeirah Village Circle,25.04866,55.20955,620190.0,840,738.32,1,2,Medium,True,False,False,False,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,Dubizzle
7627817,Downtown Dubai,25.194282,55.271884,7900000.0,2385,3312.37,3,4,Medium,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,Property Finder
7623384,Jumeirah Beach Residence,25.07359,55.126352,3650000.0,1899,1922.06,3,4,Medium,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,Bayut
7613348,Jumeirah Village Circle,25.048095,55.206373,906888.0,1110,817.02,2,3,Medium,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,True,Bayut
7661237,The Views,25.090953,55.16954200000001,1550000.0,1334,1161.92,2,2,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bayut
7688668,Jumeirah Village Circle,25.050516,55.19973,680000.0,770,883.12,1,2,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,Bayut
7588580,Downtown Dubai,25.191404,55.27389599999999,1000000.0,833,1200.48,1,2,Medium,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,Dubizzle
6820539,Downtown Dubai,25.191719,55.270677,1875000.0,1543,1215.17,2,3,Low,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Dubizzle
7081881,Business Bay,25.183133,55.25658000000001,1709847.0,1367,1250.8,2,3,Medium,False,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,Property Finder
7686973,Dubai Marina,25.08726,55.145517000000005,3863000.0,1923,2008.84,3,4,Medium,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,Property Finder
7635414,Downtown Dubai,25.191642,55.28019499999999,1926888.0,1016,1896.54,2,2,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Dubizzle
7582135,DIFC,25.207533,55.277978,3250000.0,2087,1557.26,2,3,Low,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Property Finder
7516008,Dubai Silicon Oasis,25.112525,55.376107,599000.0,885,676.84,1,2,Medium,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,Property Finder
7615201,Dubai Marina,25.074286,55.138949,1000000.0,699,1430.62,1,2,Medium,False,False,True,False,True,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,Bayut
7473930,Dubai Marina,25.068586,55.12905799999999,850000.0,592,1435.81,1,1,Medium,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,Dubizzle
7285066,Downtown Dubai,25.194935,55.282665,2200000.0,1447,1520.39,2,2,Low,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Bayut
7697121,International City,25.16729,55.404096,550000.0,824,667.48,1,2,Medium,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,Bayut
7651955,Jumeirah Village Circle,25.046296,55.200783,661205.0,671,985.4,1,2,Ultra,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,Bayut
7697439,Meydan,25.158305,55.296535,940000.0,758,1240.11,1,2,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,Property Finder
7490515,Dubai Marina,25.087251,55.145574,3450000.0,1746,1975.95,3,3,High,False,False,True,False,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,Property Finder
7678722,Business Bay,25.189282,55.28915799999999,1200000.0,1332,900.9,2,3,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bayut
7629339,Dubai Marina,25.087251,55.145574,2000000.0,1314,1522.07,2,3,Medium,False,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,Dubizzle
7498440,Dubai Harbour,25.09938,55.141275,1500000.0,745,2013.42,1,2,Low,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,Dubizzle
7583327,Dubai Marina,25.087251,55.145574,1300000.0,950,1368.42,1,2,Medium,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,Property Finder
7637248,Dubai Silicon Oasis,25.119491,55.39684499999999,510000.0,936,544.87,2,3,Low,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Bayut
7697912,Jumeirah Village Circle,25.053643,55.216712,360000.0,432,833.33,0,1,High,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,False,Bayut
7689895,Jumeirah Village Circle,25.051846,55.21530500000001,420000.0,887,473.51,1,2,Low,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Property Finder
7688753,Jumeirah Village Circle,25.048095,55.206373,595000.0,743,800.81,1,2,Medium,True,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,Dubizzle
7542683,DIFC,25.207533,55.277978,1300000.0,1133,1147.4,1,2,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Property Finder
7693419,wasl gate,25.023846,55.105457,690777.0,730,946.27,2,2,Medium,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,True,Dubizzle
7570143,Downtown Dubai,25.195751,55.283223,4900000.0,2157,2271.67,3,4,Medium,False,True,True,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,Bayut
7573028,Town Square,25.010196,55.291467,500000.0,589,848.9,1,1,Medium,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Bayut
7583162,Dubai Marina,25.085047,55.142415,1400000.0,1206,1160.86,2,3,Medium,False,False,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,Bayut
7650810,Jumeirah Village Circle,25.051528,55.212972,990876.0,1592,622.41,2,3,Ultra,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,Property Finder
7672987,Downtown Dubai,25.186836,55.276951,940000.0,915,1027.32,1,1,Medium,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,Dubizzle
7526954,Jumeirah,25.240419,55.25277,1890000.0,1023,1847.51,2,3,Medium,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,Dubizzle
7701988,Jumeirah Beach Residence,25.081241,55.137946,2400000.0,1842,1302.93,2,2,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Property Finder
7617632,Mohammed Bin Rashid City,25.177819,55.308533,1483350.0,899,1650.0,2,2,Low,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Property Finder
7659326,Palm Jumeirah,25.132519,55.151574,1875000.0,1008,1860.12,1,2,Medium,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,Property Finder
7645869,Downtown Dubai,25.186913,55.277919,1700000.0,1560,1089.74,2,3,Medium,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,True,Property Finder
7654343,Dubai Marina,25.078613,55.138122,1130000.0,1226,921.7,2,2,Medium,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Dubizzle
7621184,Palm Jumeirah,25.132519,55.151574,4996000.0,1621,3082.05,2,3,Medium,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,Bayut
7527233,Downtown Dubai,25.196489,55.272126,15800000.0,5253,3007.81,4,5,Medium,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,Dubizzle
7641311,Palm Jumeirah,25.111433,55.136798,1695000.0,1338,1266.82,1,2,Medium,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Bayut
7271667,Downtown Dubai,25.196398,55.271002,2100000.0,1354,1550.96,2,3,Medium,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,Bayut
7590303,Dubai Marina,25.087926,55.149224,1350000.0,1741,775.42,2,3,Medium,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,Bayut
6526808,Palm Jumeirah,25.132021,55.151405,3499000.0,1633,2142.68,2,2,Medium,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,Dubizzle
7213295,Jumeirah Beach Residence,25.07359,55.126352,1300000.0,763,1703.8,1,1,Low,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Property Finder
7579722,Business Bay,25.186573000000003,55.282071,610000.0,477,1278.83,0,1,Medium,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,Property Finder
7601859,Jumeirah Village Circle,25.051513,55.207733,993999.0,1163,854.69,2,3,Ultra,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,False,False,True,True,True,True,False,True,True,True,True,Bayut
7702525,Dubai Harbour,25.100553,55.141699,1459888.0,758,1925.97,1,1,Medium,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,Bayut
6861509,Palm Jumeirah,25.106809,55.151201,1260000.0,1646,765.49,2,3,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Dubizzle
7636739,Jumeirah Village Circle,25.04866,55.20955,620000.0,800,775.0,1,2,High,True,True,True,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,False,True,False,True,False,True,Property Finder
7629200,Al Furjan,25.026312,55.156274,530000.0,700,757.14,1,1,Medium,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,Bayut
7528526,Downtown Dubai,25.195235,55.27875600000001,4000000.0,1908,2096.44,3,3,Medium,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Bayut
7700139,Umm Suqeim,25.137673,55.189435,2100000.0,1300,1615.38,2,2,Medium,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,Dubizzle
7503950,Dubai Marina,25.073778,55.132888,1900000.0,2314,821.09,2,2,Medium,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Dubizzle
7673071,Business Bay,25.181311,55.26250699999999,2600000.0,2791,931.57,4,6,Medium,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,Property Finder
7705052,Dubai Marina,25.081243,55.14512,1350000.0,1578,855.51,2,4,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bayut
7671860,Town Square,25.010196,55.291467,494999.0,581,851.98,1,1,Medium,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,Bayut
7527236,Downtown Dubai,25.195237,55.271449,3000000.0,1317,2277.9,2,3,Medium,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,Bayut
7604359,Downtown Dubai,25.195483,55.271797,1475000.0,782,1886.19,1,2,Medium,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,Bayut
7314727,Dubai Hills Estate,25.106147,55.246977,1066888.0,718,1485.92,1,1,Medium,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,Dubizzle
7638744,Jumeirah Beach Residence,25.082647,55.135003000000005,2110000.0,766,2754.57,1,2,Medium,False,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,Property Finder
7688234,Downtown Dubai,25.198796,55.271342,1200000.0,831,1444.04,1,2,Medium,False,False,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,Property Finder
7460688,Downtown Dubai,25.190267,55.273056,1399900.0,767,1825.16,1,2,Medium,False,True,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Property Finder
7558577,Palm Jumeirah,25.11241,55.14165799999999,1100000.0,1144,961.54,1,1,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Dubizzle
7652185,Downtown Dubai,25.197316,55.274196,3000000.0,2056,1459.14,2,4,Medium,True,True,False,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,Dubizzle
7582468,Palm Jumeirah,25.132519,55.151574,1950000.0,1040,1875.0,1,2,Medium,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,Property Finder
7668094,Dubai Marina,25.081421,55.141711,1750000.0,1480,1182.43,2,2,Medium,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,Bayut
7680039,Downtown Dubai,25.198796,55.271342,2000000.0,1400,1428.57,2,3,Medium,False,False,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,Dubizzle
7593217,Jumeirah Village Circle,25.048095,55.206373,900502.0,1137,792.0,2,3,Ultra,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,Dubizzle
7522167,Jumeirah Village Circle,25.063841,55.210235,589000.0,844,697.87,1,2,Medium,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,Dubizzle
7658508,The Views,25.090953,55.16954200000001,1600000.0,1408,1136.36,2,1,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Dubizzle
7695422,Business Bay,25.177373,55.272707,1150000.0,943,1219.51,1,2,Medium,False,True,True,False,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,Bayut
7705439,Dubai Sports City,25.037477,55.221942000000006,550000.0,847,649.35,1,2,Medium,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,Dubizzle
6874086,Meydan,25.158305,55.296535,1386795.0,1084,1279.33,2,3,Medium,False,False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Bayut
7616650,Arjan,25.062083,55.243556000000005,540000.0,377,1432.36,0,1,Medium,False,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,Property Finder
7625666,Jumeirah Village Circle,25.065988,55.212062,475000.0,483,983.44,1,2,Medium,False,False,True,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,Property Finder
7545878,Dubai Harbour,25.099744,55.14145500000001,1225000.0,735,1666.67,1,2,Medium,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,Bayut
7617815,Jumeirah Village Circle,25.049808,55.200832,425000.0,510,833.33,0,1,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Property Finder
7588158,Jumeirah Beach Residence,25.08058,55.139147,1500000.0,1903,788.23,3,3,High,True,False,True,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,Dubizzle
7639500,Greens,25.090455,55.174096,1120000.0,1305,858.24,2,2,Medium,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,True,False,Bayut
7663131,Al Barari,25.099422,55.31296700000001,2300000.0,1915,1201.04,2,2,Low,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Bayut
7686899,Business Bay,25.183515,55.26667,713000.0,470,1517.02,1,1,Medium,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Bayut
7588375,Falcon City of Wonders,25.103784,55.339287,540000.0,356,1516.85,0,1,Medium,False,True,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,Dubizzle
7607998,Arjan,25.0633,55.243343,699000.0,800,873.75,1,1,Medium,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,Dubizzle
7647809,Jumeirah Village Circle,25.056706,55.20790699999999,603000.0,997,604.81,1,2,Medium,False,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,Property Finder
7639153,Business Bay,25.186023,55.291718,1123000.0,940,1194.68,1,1,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bayut
7686342,Downtown Dubai,25.201842000000003,55.280473,1600000.0,742,2156.33,1,1,Medium,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,Bayut
7512707,Downtown Dubai,25.18984,55.281004,1400000.0,1299,1077.75,2,3,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Dubizzle
7701481,Downtown Dubai,25.201718,55.270983,4000000.0,2023,1977.26,3,3,Medium,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Dubizzle
7624520,Downtown Dubai,25.186457,55.277512,1770000.0,1625,1089.23,2,3,Medium,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Bayut
7624906,Jumeirah Lake Towers,25.074521,55.143825,1399999.0,2063,678.62,2,3,Medium,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,Property Finder
7645227,Downtown Dubai,25.186457,55.277512,1175000.0,1088,1079.96,1,2,Medium,False,False,True,False,True,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,Property Finder
7695411,Jumeirah Lake Towers,25.080143,55.152381000000005,385000.0,398,967.34,0,1,Medium,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,Property Finder
7667875,Jumeirah Village Circle,25.04866,55.20955,1190000.0,1575,755.56,3,4,High,True,True,True,False,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,False,True,False,True,False,True,Property Finder
7590349,Jumeirah Beach Residence,25.072954,55.128089,2300000.0,1610,1428.57,2,3,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Dubizzle
7571762,Palm Jumeirah,25.11257,55.136701,2350000.0,2524,931.06,3,4,Medium,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,Dubizzle
7643048,Al Furjan,25.026191,55.156948,350000.0,378,925.93,0,1,Medium,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,Bayut
7616157,Dubai Marina,25.085047,55.142415,770000.0,807,954.15,1,2,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Dubizzle
